Corner,Process,Environment,AVDD_V,Temperature_C,Electrode,Parameter,Unit,Value
SSVHTL,SS,VHTL,3.6,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
SSVHTH,SS,VHTH,3.6,125,BAL,"RTI residual - BAL",uVpp,0.004
SSVHTH,SS,VHTH,3.6,125,MIS-P,"RTI residual - MIS-P",uVpp,8.288
SSVHTH,SS,VHTH,3.6,125,MIS-N,"RTI residual - MIS-N",uVpp,8.287
SSVHTH,SS,VHTH,3.6,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.005
FSNOMNOM,FS,NOMNOM,3.3,27,BAL,"RTI residual - BAL",uVpp,0.003
FSNOMNOM,FS,NOMNOM,3.3,27,MIS-P,"RTI residual - MIS-P",uVpp,8.373
FSNOMNOM,FS,NOMNOM,3.3,27,MIS-N,"RTI residual - MIS-N",uVpp,8.373
FSNOMNOM,FS,NOMNOM,3.3,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
FSVLNOM,FS,VLNOM,3,27,BAL,"RTI residual - BAL",uVpp,0.003
FSVLNOM,FS,VLNOM,3,27,MIS-P,"RTI residual - MIS-P",uVpp,8.612
FSVLNOM,FS,VLNOM,3,27,MIS-N,"RTI residual - MIS-N",uVpp,8.612
FSVLNOM,FS,VLNOM,3,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
FSVHNOM,FS,VHNOM,3.6,27,BAL,"RTI residual - BAL",uVpp,0.003
FSVHNOM,FS,VHNOM,3.6,27,MIS-P,"RTI residual - MIS-P",uVpp,8.154
FSVHNOM,FS,VHNOM,3.6,27,MIS-N,"RTI residual - MIS-N",uVpp,8.154
FSVHNOM,FS,VHNOM,3.6,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
FSNOMTL,FS,NOMTL,3.3,-40,BAL,"RTI residual - BAL",uVpp,0.003
FSNOMTL,FS,NOMTL,3.3,-40,MIS-P,"RTI residual - MIS-P",uVpp,8.580
FSNOMTL,FS,NOMTL,3.3,-40,MIS-N,"RTI residual - MIS-N",uVpp,8.580
FSNOMTL,FS,NOMTL,3.3,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
FSNOMTH,FS,NOMTH,3.3,125,BAL,"RTI residual - BAL",uVpp,0.003
FSNOMTH,FS,NOMTH,3.3,125,MIS-P,"RTI residual - MIS-P",uVpp,8.140
FSNOMTH,FS,NOMTH,3.3,125,MIS-N,"RTI residual - MIS-N",uVpp,8.140
FSNOMTH,FS,NOMTH,3.3,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
FSVLTL,FS,VLTL,3,-40,BAL,"RTI residual - BAL",uVpp,0.002
FSVLTL,FS,VLTL,3,-40,MIS-P,"RTI residual - MIS-P",uVpp,8.833
FSVLTL,FS,VLTL,3,-40,MIS-N,"RTI residual - MIS-N",uVpp,8.833
FSVLTL,FS,VLTL,3,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
FSVLTH,FS,VLTH,3,125,BAL,"RTI residual - BAL",uVpp,0.003
FSVLTH,FS,VLTH,3,125,MIS-P,"RTI residual - MIS-P",uVpp,8.364
FSVLTH,FS,VLTH,3,125,MIS-N,"RTI residual - MIS-N",uVpp,8.363
FSVLTH,FS,VLTH,3,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
FSVHTL,FS,VHTL,3.6,-40,BAL,"RTI residual - BAL",uVpp,0.003
FSVHTL,FS,VHTL,3.6,-40,MIS-P,"RTI residual - MIS-P",uVpp,8.352
FSVHTL,FS,VHTL,3.6,-40,MIS-N,"RTI residual - MIS-N",uVpp,8.352
FSVHTL,FS,VHTL,3.6,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
FSVHTH,FS,VHTH,3.6,125,BAL,"RTI residual - BAL",uVpp,0.004
FSVHTH,FS,VHTH,3.6,125,MIS-P,"RTI residual - MIS-P",uVpp,7.935
FSVHTH,FS,VHTH,3.6,125,MIS-N,"RTI residual - MIS-N",uVpp,7.936
FSVHTH,FS,VHTH,3.6,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
SFNOMNOM,SF,NOMNOM,3.3,27,BAL,"RTI residual - BAL",uVpp,0.003
SFNOMNOM,SF,NOMNOM,3.3,27,MIS-P,"RTI residual - MIS-P",uVpp,8.666
SFNOMNOM,SF,NOMNOM,3.3,27,MIS-N,"RTI residual - MIS-N",uVpp,8.666
SFNOMNOM,SF,NOMNOM,3.3,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
SFVLNOM,SF,VLNOM,3,27,BAL,"RTI residual - BAL",uVpp,0.003
SFVLNOM,SF,VLNOM,3,27,MIS-P,"RTI residual - MIS-P",uVpp,8.918
SFVLNOM,SF,VLNOM,3,27,MIS-N,"RTI residual - MIS-N",uVpp,8.918
SFVLNOM,SF,VLNOM,3,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
SFVHNOM,SF,VHNOM,3.6,27,BAL,"RTI residual - BAL",uVpp,0.004
SFVHNOM,SF,VHNOM,3.6,27,MIS-P,"RTI residual - MIS-P",uVpp,8.438
SFVHNOM,SF,VHNOM,3.6,27,MIS-N,"RTI residual - MIS-N",uVpp,8.437
SFVHNOM,SF,VHNOM,3.6,27,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
SFNOMTL,SF,NOMTL,3.3,-40,BAL,"RTI residual - BAL",uVpp,0.003
SFNOMTL,SF,NOMTL,3.3,-40,MIS-P,"RTI residual - MIS-P",uVpp,8.884
SFNOMTL,SF,NOMTL,3.3,-40,MIS-N,"RTI residual - MIS-N",uVpp,8.883
SFNOMTL,SF,NOMTL,3.3,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
SFNOMTH,SF,NOMTH,3.3,125,BAL,"RTI residual - BAL",uVpp,0.003
SFNOMTH,SF,NOMTH,3.3,125,MIS-P,"RTI residual - MIS-P",uVpp,8.421
SFNOMTH,SF,NOMTH,3.3,125,MIS-N,"RTI residual - MIS-N",uVpp,8.421
SFNOMTH,SF,NOMTH,3.3,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
SFVLTL,SF,VLTL,3,-40,BAL,"RTI residual - BAL",uVpp,0.003
SFVLTL,SF,VLTL,3,-40,MIS-P,"RTI residual - MIS-P",uVpp,9.149
SFVLTL,SF,VLTL,3,-40,MIS-N,"RTI residual - MIS-N",uVpp,9.149
SFVLTL,SF,VLTL,3,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.003
SFVLTH,SF,VLTH,3,125,BAL,"RTI residual - BAL",uVpp,0.003
SFVLTH,SF,VLTH,3,125,MIS-P,"RTI residual - MIS-P",uVpp,8.656
SFVLTH,SF,VLTH,3,125,MIS-N,"RTI residual - MIS-N",uVpp,8.656
SFVLTH,SF,VLTH,3,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.004
SFVHTL,SF,VHTL,3.6,-40,BAL,"RTI residual - BAL",uVpp,0.004
SFVHTL,SF,VHTL,3.6,-40,MIS-P,"RTI residual - MIS-P",uVpp,8.643
SFVHTL,SF,VHTL,3.6,-40,MIS-N,"RTI residual - MIS-N",uVpp,8.642
SFVHTL,SF,VHTL,3.6,-40,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.005
SFVHTH,SF,VHTH,3.6,125,BAL,"RTI residual - BAL",uVpp,0.004
SFVHTH,SF,VHTH,3.6,125,MIS-P,"RTI residual - MIS-P",uVpp,8.208
SFVHTH,SF,VHTH,3.6,125,MIS-N,"RTI residual - MIS-N",uVpp,8.208
SFVHTH,SF,VHTH,3.6,125,MIS-RLD,"RTI residual - MIS-RLD",uVpp,0.005
